tweet,class,sentiment
half niggas like obama black thats mccain lost romney gone lose,0,neutral
obama yeah yeah,1,positive
okay means let obama keep pretty sure dept,-1,negative
know obama win,1,positive
nigga vote obama,1,positive
obama said chill got,0,neutral
people even know obama saying vote cause black,-1,negative
bottom line obama policies failed years reelected reason expect anything different next years,-1,negative
thank president obama speak,1,positive
obama needs,0,neutral
take debate obama better last debate good enough romney held hits romney,-1,negative
vote obama mama,1,positive
obama,-1,negative
vote obama cause life,1,positive
dont understand obama win lives shit,1,positive
obama best performance strong chief,1,positive
president obama debate job well done,1,positive
obama says kept made agree disagree,1,positive
yeah saw romney saying seemed obama pres day,-1,negative
last political tweet act like obama tries change subject questions asked mitt,0,neutral
debate got heated romney almost brought chicago obama bet gets romney,0,neutral
kidding cnn declares obama winner,0,neutral
mitt romney tonight,1,positive
obama broken promises romney evidence promises,-1,negative
president obama said would end war iraq,1,positive
years later obama yet put working lie get office anything would,-1,negative
bias obama matter,-1,negative
waiting obama uppercut romney,1,positive
obama favorite romney,-1,negative
never really politics thinking voting year jus try help keep obama office,-1,negative
right obama,1,positive
everyone always talking bad obama mean saying good see anything bad,1,positive
obama get mad romney,0,neutral
even seemed like candy set every topic leave last word obama,-1,negative
desperate keep job chief lies lies lies,-1,negative
obama reason half people around even talking politics vote alone,1,positive
good night sunday obama tonight great night,1,positive
obama years oil rose two three years increase percent,-1,negative
obama president families like taken given people dont deserve,-1,negative
embarrassment help obama much get moderator,-1,negative
moderator gives obama time shameful,-1,negative
nothing close tie obama one,1,positive
obama rude job,-1,negative
told dad think obama hot see,0,neutral
romney told obama check pension every american said pension,0,neutral
thought obama punch romney minute,0,neutral
obama wins,1,positive
obama lied candy screw lied,-1,negative
would obama nigger,0,neutral
lets obama years everyone please come vote vote vote,1,positive
sound evidence romney got ass kicked smh obama nigger,1,positive
said president obama debate knew already,1,positive
fuck obama,-1,negative
romney lets obama,1,positive
obama went shit like fucking boss,-1,negative
obama lookin like slap,0,neutral
,1,positive
course cbs poll voters obama wins debate,1,positive
obama excellent performance solid answers specifics romney answer questions tax,1,positive
show obama bitch romney debate,1,positive
pres obama red bull,1,positive
even like politics know obama liar,-1,negative
first krauthammer fox obama clearly good night clearly points,1,positive
romney second debate obama,0,neutral
debate much better obama came swinging expected set record straight,1,positive
south side chicago president came tonight team obama,1,positive
people like obama,0,neutral
four years president obama yes,1,positive
romney lost badly obama first right wing win,0,neutral
everyone knows obama called attack act terror,0,neutral
obama president,1,positive
real talk obama makes lot good point believe,1,positive
republicans talk times moderator obama,1,positive
interested neither party far election hope obama wins whole shit,1,positive
romney got immigration obama pension,0,neutral
gop say mitt candy showed bias toward obama,-1,negative
soledad brien needs start wearing obama,0,neutral
mostly democratic followers general obama,0,neutral
democrat wait vote mitt need words years failure fired,-1,negative
abt numbers president obama minutes governor romney minutes,0,neutral
romney set stand firm points attack obama,-1,negative
thank god media saying obama,1,positive
listening tonight debate radio president obama strong confident governor romney vote,1,positive
dislike obama,-1,negative
great night president obama let get work win election,1,positive
sorry even need watch rest romney lost debate obama got laugh gasoline,1,positive
obama good points tonight,1,positive
think lot experience obama knows works,0,neutral
bullshit team romney know,-1,negative
people support obama going sleep,-1,negative
obama left handed like left handed people lol,1,positive
wish romney would obama build comment lied people success,0,neutral
face heard obama debate sure,1,positive
like obama,-1,negative
guess obama cuz wasnt rude like romney,-1,negative
say obama way,1,positive
obama keeps candy time,-1,negative
think obama fit president take guess say let baby kid,-1,negative
least obama good,1,positive
obama angry night see eyes,0,neutral
proud obama,1,positive
fear country obama gets reelected seriously,-1,negative
obama put bad positions four years bush put bad positions voted twice,-1,negative
obama must taken biden recently,0,neutral
want either obama romney next president since one win better obama get fucking,0,neutral
obama romney suck hard,0,neutral
obama wants ban assault weapons done part,0,neutral
president obama romney act terror,-1,negative
lying part obama character,-1,negative
obama piss,0,neutral
decided voting well done obama,1,positive
well done obama lied tonight moderator statements,-1,negative
women obama,1,positive
barack obama tonight caught romney lies,1,positive
msnbc said obama turned economy around showed tonight,1,positive
obama romney,0,neutral
obama lowered tonight,-1,negative
obama made sure heard understand,0,neutral
vote barack obama,1,positive
obama better rhetorical speaker win votes,1,positive
obama must done well chris hair mess,1,positive
cbs poll voters obama wins debate,0,neutral
reading obama romney sound like barrack winning,1,positive
double countries obama,0,neutral
mitt romney almost barack obama eye,0,neutral
growing everything saying made china make seem like obama made possible,0,neutral
really even really like romney really hate obama,-1,negative
obama wins debate,1,positive
obama different presidents far policies war lots,-1,negative
obama said failed policy bush caused gas low well guess obama failed policy let rise lol,-1,negative
declares obama winner hair,1,positive
romney two obama libya made obama closing statement stunning winning,1,positive
still another debate worried winner obama seal foreign issues next,0,neutral
romney assertive presidential obama angry aggressive non presidential,-1,negative
saw part tonight glad say sounds like obama brought game round,1,positive
yes economy still bad due bush obama bad one bit better worse,0,neutral
really fucking chill obama already,1,positive
great obama help look real libya,0,neutral
way job tonight tell truth shame devil romney,1,positive
obama wins debate close,1,positive
obama killed debate,1,positive
wish obama president,1,positive
obama one anyone says,1,positive
thanks president obama win,0,neutral
obama win,1,positive
clear win president barack obama next president united states america,1,positive
whoa luntz focus group obama loving romney wow,-1,negative
thanks obama lost like facebook friends,0,neutral
great debate truth obama biden years,1,positive
romney wins way obama win promise anything done anything years,-1,negative
obama president case closed,1,positive
heck obama,1,positive
obama twitter followers romney,0,neutral
obama fix falling economy congress republican follow,-1,negative
fox news obama delivered anything everything oops live,-1,negative
feel like tonight debate learn anything obama plan wins election,-1,negative
obama lead performance tonight romney looked desperate,1,positive
opinion obama already,1,positive
obama wins follow please sir win,1,positive
obama finished knock talking,1,positive
obama took shit romney tonight lol,1,positive
obama,1,positive
team obama,1,positive
voting obama hes obvious choice dont care vote romney bigger life,1,positive
fuck barack obama,-1,negative
finally black person obama,0,neutral
never proud president obama tonight long may,1,positive
probably obama lol,1,positive
think michelle obama involved first ever seen die lmao,0,neutral
member luntz focus group said obama public,-1,negative
mess george bush put take years fix obama going change world,0,neutral
obama kids could vote next president,1,positive
supporting obama legit worst following politics period,1,positive
whether romney obama wins still shit life,0,neutral
obama,1,positive
obama hands,1,positive
goes romney goes romney obama clear winner,1,positive
back potus barack obama man voted man vote man trust usa,1,positive
food stamps reason vote obama,0,neutral
obama fix stuff bush fucked years years,0,neutral
obama shit,1,positive
assertive attacks called bullshit good job,1,positive
obama keep promises joe biden even get,-1,negative
lmfao timeline lookin obama obama obama obama talkin bout,1,positive
explain job get done,1,positive
best part debate fact cnn mitt romney lie obama fact agree,0,neutral
omg people racist hate obama,-1,negative
obama best debate since last debate,1,positive
snap looks like obama named winner cbs google ppp snap polls word cnn poll yet,0,neutral
obama really good tonight,1,positive
drilling permits obama administration obama lies,-1,negative
speech obama gave garden left video caused violence,0,neutral
best analysis mitt fact based obama performance last years solid point,-1,negative
tired romney know tweets president obama went private school really,-1,negative
romney show tax statements might listen bullshit obama,1,positive
obama said next term wants bring back assault weapons ban wonder get,0,neutral
obama clearly debate substance style thank much especially make point education women,1,positive
omg obama break already win voted,1,positive
obama debate romney early great job president great job candy,1,positive
barack obama presidency helped cause black people via,-1,negative
voters care obama foreign policy record spend afghanistan million citizens live poverty,-1,negative
unemployment obama office,-1,negative
obama love first lady michelle obama speaks high school students university,0,neutral
clueless obama thought debate told,-1,negative
mother watching obama biden hear,1,positive
bruce appear obama biden campaign ohio minutes house,0,neutral
miners fight back obama absolute lies via,-1,negative
voting obama literally dangerous america,-1,negative
another years obama administration need new direction,-1,negative
obama smart man morgan freeman commercial,1,positive
obama biden intel community bus say,-1,negative
obama lose,-1,negative
obama said one person really life considers well,0,neutral
obama cuts defense programs claims working well,0,neutral
obama racist,1,positive
obama grabs wide lead among already voted reuters ipsos poll,1,positive
obama virginia second debate,0,neutral
obama campaign women voters,0,neutral
mccain calls obama inept ignorant libya attack hill video,-1,negative
shot fired obama campaign office reuters,0,neutral
barackobama air well truly question far fall,-1,negative
ryan obama would raise middle class taxes president obama refuses get serious spending,-1,negative
obama energy policies better ever via,1,positive
obama open,-1,negative
obama foreign born brown anti war socialist gives away healthcare thinking jesus facebook,1,positive
romney hits obama china policies source sunday october washington reuters,0,neutral
say obama spent much yet another war credit card send kids,-1,negative
barack obama record change first term,-1,negative
obama created jobs recovery act republicans billion price,1,positive
honestly think obama best politician time amazing would vote american,1,positive
obama needs vote vote vote vote mad tell abt lol,0,neutral
serious debate prep session obama,0,neutral
course black people support obama black,0,neutral
obama best choice president first time endorsed democrat since,1,positive
sorry yet obama,-1,negative
make calls obama join women call team obama,0,neutral
obama team promises interesting debate going,0,neutral
preparing new job already obama delivers takes break campaign via,-1,negative
murdoch nightmare israel obama wins via media,-1,negative
boy works directly president obama,1,positive
biden obama leading behind,1,positive
reading gingrich insists obama libya cover worse watergate,-1,negative
morgan freeman obama best commercial ever needed actor would,1,positive
voting obama election day voting obama election day,1,positive
obama use smoke good shit obama use smoke good shit,-1,negative
arlen never putting party ideology ahead people president obama,0,neutral
journal star endorsed mccain endorses pres obama,0,neutral
president obama blamed fall george bush,-1,negative
obama added trillion debt presidents romney,-1,negative
thinking going school tomorrow obama,-1,negative
obama aggressive second debate axelrod says,1,positive
man never president barack hussein obama,-1,negative
dont forget school children obama song part want,-1,negative
money obama said wars understand ignorant sounds,-1,negative
bill clinton supporting obama says didnt run president make,1,positive
buddy michelle obama coming hill,0,neutral
obama everybody serious,0,neutral
case barack obama genius united states dying via,-1,negative
second debate obama faces challenges key issues via,0,neutral
honestly care tax returns donated way obama ever,-1,negative
florida leaders pres obama need clean energy,0,neutral
black people support barack obama black shit,0,neutral
obama,0,neutral
check video trixx michelle obama via,0,neutral
guy jumped space ship obama presidency things free fall,-1,negative
candy crowley obama via,0,neutral
second ceo threatens fire employees obama elected video via,-1,negative
benghazi osama revenge obama,-1,negative
obama wants people read debate watch,0,neutral
destructive president book obama studies hate,-1,negative
obama admin schools racial many parents raise kids,-1,negative
thanks obama little bit comes need change,-1,negative
destructive president obama shows obama use,-1,negative
letter sent obama administration,0,neutral
tommy thompson son jokes sending obama back kenya video,-1,negative
gop senate candidate son opportunity send obama back kenya real gop,-1,negative
obama team promises interesting debate dont get,0,neutral
obama bungled syrian revolution washington post obama bungled syrian,-1,negative
ohio coal miners obama absolute lies brown,-1,negative
obama bad jobs numbers look good plus death tax via,0,neutral
obama liar wake,-1,negative
sensata closing illinois obama economy please make issue,-1,negative
sullivan obama still biden help via,0,neutral
gop knows crowley left obama camp putting make ppl believe ahead time simple,-1,negative
voting obama election day,1,positive
obama use smoke good shit,0,neutral
obama supporter every car see romney sticker key liberals,0,neutral
obama current ceo bain fun one,0,neutral
voting obama,1,positive
michelle obama get look video via,0,neutral
america never especially obama dont win,1,positive
people died obama lied obama,-1,negative
could benghazi obama ship state even elected,0,neutral
obama feeling ahead solar year air,0,neutral
raise market obama federal reserve make plans,0,neutral
turns obama owns shares personally benefits outsourcing jobs china,-1,negative
today heard woman say obama last name one seems know kidding,0,neutral
obama working americans need start working,-1,negative
journal endorses obama endorsed democrat since,1,positive
obama video libya attack clear evidence cover please ask good luck,-1,negative
obama campaign interesting debate,0,neutral
video democrat yes obama biden,0,neutral
obama lead barack obama advantage,1,positive
anyone met anyone voted mccain vote obama neither lol,-1,negative
sunday home acting like obama get anything accomplished,-1,negative
obama debate camp virginia golf resort,0,neutral
vote obama yes,0,neutral
obama better,0,neutral
seal team family obama rules getting warriors killed,-1,negative
read yesterday obama told soon unemployed coal miners hiring sad thing sure true joke,-1,negative
wapo dems poll obama morning washington post amp abc latest poll,1,positive
obama gives opinion nicki mariah,0,neutral
fuck michelle obama,0,neutral
wake america coal miners fight back obama war coal stop lying,-1,negative
barack obama catholic dinner called,-1,negative
obama edge points via,-1,negative
say proud coal miners standing obama,-1,negative
coal miners fight back obama lie lose jobs,-1,negative
lying behind libya connecting obama middle east foreign policy libyan,-1,negative
top obama donors stimulus received money never,-1,negative
get message obama stop talking class next make rich wear,-1,negative
serious debate prep session obama president virginia study facts,0,neutral
obama america via,0,neutral
even true done obama ever create jobs middle class,-1,negative
obama bungled syrian revolution,-1,negative
every life barack obama play listen ears,-1,negative
obama planned military park,0,neutral
way president obama policies seen success economic growth,-1,negative
host obama,0,neutral
economy debates reveal obama biden takes turn things fox news,-1,negative
obama florida,0,neutral
gives obama,0,neutral
space former ohio prez obama radio,1,positive
obama losing latino support post debate,-1,negative
know obama,0,neutral
koch industries ceos warn employees layoffs obama reelected ticket yahoo news via,-1,negative
liked video barack obama call maybe,1,positive
via obama winning states,1,positive
new obama outsourcing stimulus congress say outsource tax reform congress,1,positive
doubt hate school obama,-1,negative
stars pro obama,0,neutral
dont understand anyone could vote obama,-1,negative
approve obama job performance,0,neutral
person obama shooting tea party nut job,0,neutral
read tell obama done great job moving back,1,positive
bruce springsteen campaign barack obama,0,neutral
wind company received million stimulus workers vote,-1,negative
vote obama die,1,positive
say obama aggressive second debate tuesday,1,positive
months days hours minutes seconds obama leaves office,-1,negative
would consider voting president obama,0,neutral
focus preparing tomorrow says obama golf resort prep saying whether hit,0,neutral
obama planet,0,neutral
obama want pay time around,-1,negative
black jewish also obama,0,neutral
obama camp predicts showing debate,1,positive
obama benghazi never asked security,0,neutral
debate pressure obama prepares new character attack horrible policy results must,-1,negative
obama admin power use means higher prices,-1,negative
hahaha obama,0,neutral
obama spent presidents world war,-1,negative
obama puppet george soros evil man world,-1,negative
obama debate ideas work seriously instead coal obama ideas,-1,negative
obama foreign policy failing worldwide via,-1,negative
polls continue show close race obama edge states via,1,positive
wow take way checked obama,0,neutral
obama win going need nothing need get money son,1,positive
obama hillary today incompetence lying press,-1,negative
news obama notice make mistakes twice info,-1,negative
really hope mitt romney become new president cause gives people debt,1,positive
got new quote election obama,1,positive
obama debt would take bills high obama debt,-1,negative
never another movie morgan freeman narrates obama campaign via,-1,negative
giuliani obama cover benghazi,-1,negative
racist anti obama empty chair features back kenya sign via,-1,negative
killing obama right speaking,0,neutral
obama second wind polls president obama gets good polling news,1,positive
youtube exclusive president obama debates global health care,0,neutral
obama promised bush powers powers ppl lied,-1,negative
obama killing coal industry,0,neutral
barack obama obama air,0,neutral
hill timeline libya attack administration obama,0,neutral
obama tuesday debate taking prep seriously would small business,1,positive
obama fuck ppl actually worked money giving ppl cont,-1,negative
use tax put obama star debate prep already pay camp david,-1,negative
says pres obama would rather inside debate prep says looking forward,-1,negative
dems coal states obama policies,0,neutral
done history much fun write president obama,0,neutral
sick obama lies na mean old shit yall,-1,negative
support obama,0,neutral
way obama campaign would happy moderator coming debates,-1,negative
obama president slogan buck stops blames state dept,-1,negative
obama got osama tell lol obama,0,neutral
things obama reelection,-1,negative
power debate debate obama electoral college points number,-1,negative
obama next debate president obama pull philadelphia see rev wright response candidate,1,positive
think obama work,0,neutral
coal miners obama lies via,-1,negative
obama leading behind blaming past running,-1,negative
obama part evil planned would truth public speech,-1,negative
signs obama may screwed supporters talk campaign,-1,negative
obama stock company,0,neutral
report obama regime billion money consulate security time benghazi attack via,-1,negative
via obama thug muslim chief,-1,negative
obama fan near park,0,neutral
see obama agenda racists politics obama,1,positive
obama,-1,negative
truth obama golfing week blog,0,neutral
afraid obama,0,neutral
obama list president obama accomplishments,0,neutral
morgan freeman narrates obama via,0,neutral
obama campaign says million individual donors,0,neutral
obama fuel future transportation talk auto transportation,0,neutral
obama liberals want kill babies play,-1,negative
say two obama trying take christian rights away,-1,negative
guy real terrorist pakistan syria etc hate obama,-1,negative
major national polls show obama ahead talks brien listen,-1,negative
obama campaign knows hillary,0,neutral
obama expected come swinging tuesday debate,1,positive
like catholic leaders campaign obama policies,1,positive
got obama ticket ready wednesday obama,0,neutral
americans wonder obama got peace without anything deserve,-1,negative
yrs ago made history election chance let elect obama give dem house senate,1,positive
jason thompson send obama back chicago kenya via,-1,negative
goin see obama,0,neutral
obama lies pile well lies pile benghazi washington times via,-1,negative
going walk around find obama,0,neutral
obama knows,0,neutral
barack obama engaged supporters online polls,1,positive
obama leads big,1,positive
ask media report obama giving outsource jobs politics,-1,negative
obama billion medicare funding next spend least,0,neutral
cbs reporter slams obama taliban lie,-1,negative
bruce springsteen obama,0,neutral
obama camp giving,0,neutral
really wants see obama,1,positive
need michelle obama life,0,neutral
obama used dying family totally wins support,-1,negative
obama change racists change get away racists,1,positive
funny americans across country sticking obama moving economy forward,1,positive
screwed dont know said obama lose,-1,negative
follow morgan freeman voice obama video actor morgan freeman using,0,neutral
obama second term final stage total destruction great country must win period,-1,negative
yet obama campaign email says sorry fucking debate election,-1,negative
obama morgan freeman narrating deserves reelection,1,positive
support president obama support morgan nevada obama,1,positive
barack obama approve message,0,neutral
barack obama number unemployed women increased least,-1,negative
see obama hofstra,0,neutral
jay obama biden never benghazi embassy twice,0,neutral
christian vote obama,0,neutral
barack obama,0,neutral
america needs real leadership lies vote president obama vote,1,positive
mitt romney many investments offshore company,0,neutral
obama know brown blue,-1,negative
omg rational obama supporter way,-1,negative
obama come strong tuesday night,0,neutral
long since obama state dept bus libya,-1,negative
obama thing talking,0,neutral
president obama features jay power voice video,0,neutral
obama supporters idiots via,-1,negative
threats conservative shooting obama office,0,neutral
obama kids fair game conservatives respect anything,0,neutral
barack obama place chicago,0,neutral
obama boom want talk obama,-1,negative
obama really good day trade,1,positive
need idea many folks spend lot time trying excellent barack obama,0,neutral
obama win check white house email subject line victory today,1,positive
president obama get years,1,positive
obama leads among early voters poll via,1,positive
obama campaign pushing higher taxes business create jobs think really think work,-1,negative
obama drilling half alaska reserve reserve obama high prices gas,-1,negative
recovery enough give obama second term video,-1,negative
obama cost family health care increased increase family,-1,negative
president obama supports time face reality obama presidency failure president obama,-1,negative
strikes obama,0,neutral
never forget pro america obama,1,positive
obama,0,neutral
hot air new wapo abc poll showing obama,1,positive
joe biden going barack obama see heat president tomorrow,0,neutral
murdoch nightmare israel obama wins via media,-1,negative
second debate obama second wind polls,0,neutral
obama got grade bruce jay campaigning,0,neutral
romney obama campaigns crowley moderator,0,neutral
problem prez obama people low view office think american idol question ask,1,positive
stick guy move forward americans president obama,1,positive
obama going answer control deficit,-1,negative
stupid still support obama via,-1,negative
obama family busted,0,neutral
politically seeing obama vote,-1,negative
america two obama administration,-1,negative
obama high drug high gas price high unemployment high food high deficit high attacks,-1,negative
african american stick obama wife,0,neutral
african americans sticking obama,0,neutral
obama want next presidential debate president obama,0,neutral
mean obama poll,-1,negative
taken given anyone calls obama idea actually,1,positive
well money obama help lol,1,positive
says way president obama running country stupid via media,-1,negative
obama administration continues war fuel,0,neutral
marriage equality obama state,1,positive
class action law suit may americans lost jobs due help fraud obama,-1,negative
holy obama coming town tomorrow presidential debate thanks entire life,-1,negative
michelle obama huge recovery via,0,neutral
msm pres talking points voter says voting obama best economy foreign education,1,positive
rep ryan debates obama minute obama,-1,negative
obama attended known marxist well book,0,neutral
join tomorrow obama address change,0,neutral
graham white house either libya graham obama administration,-1,negative
apparently people watched yesterday obama draw,-1,negative
jay talks president obama important vote video,0,neutral
video jay power voice obama campaign jay continues show support barack obama,1,positive
goal help ppl even give obama dem majority senate,1,positive
obama promised change lol change,-1,negative
next days next four years country looks like come obama,0,neutral
dont even realize black white many black obama black,0,neutral
obama second chance,0,neutral
another moderator obama pocket,0,neutral
lie trillion billion admitted number obama use,-1,negative
race dead even debates election obama wants term fight,0,neutral
obama economic record new commercial,0,neutral
news honest may right better obama ballot,0,neutral
pull biden laugh everything barry obama says tomorrow night fan,0,neutral
dear president obama please congress give national park land uses,0,neutral
obama talks nicki minaj mariah carey feud daily,0,neutral
love obama much,0,neutral
poll obama leading possible democrats drink republicans drink,-1,negative
obama libya story changes,0,neutral
term obama,1,positive
obama also explains much absolutely guy lives lie,-1,negative
president obama said would take one term correct mess created,0,neutral
americans dead obama blames everybody one responsible priority,-1,negative
virginia swing state obama needs virginia win,0,neutral
mccain obama deal town hall debate,0,neutral
michelle obama votes,0,neutral
interesting narrates obama since paid last yrs,0,neutral
obama got morgan freeman voice one ads done race obama wins landslide,1,positive
coal miners ask obama stop absolute lies news sports jobs,-1,negative
support obama clean energy women right teachers children public schools,1,positive
wonder michelle obama voting mean,-1,negative
democrat campaign worker shooting obama campaign,0,neutral
general motors back obama tell china,0,neutral
mark obama throw lot spears next debate via,0,neutral
obama get elected without show,-1,negative
going see president obama wednesday looking forward years,1,positive
obama debate big bird,-1,negative
obama wins american people lose,-1,negative
like people need defeat obama usa,-1,negative
obama marxist doubt foreign ideology liberty,-1,negative
obama bitch nigga wtf,-1,negative
pres obama funds programs,-1,negative
obama half staff specter,0,neutral
everyone know voted obama changing vote,-1,negative
obama must win debate debate hope election,0,neutral
would vote obama,0,neutral
wait like obama,0,neutral
taliban year old girl worldwide obama drone murders whole family worldwide silence via,-1,negative
obama big lead among early voters via,1,positive
ron paul supporters ceo voting obama,1,positive
vote early,0,neutral
obama race new poll via,-1,negative
since obama elected things keep going believe know went,-1,negative
wapo michelle obama saying time first black first lady,0,neutral
obama fraud via,-1,negative
false leave niggas care obama nigga actually cares,-1,negative
hope someone obama tomorrow debate,-1,negative
well hear clean going vote obama glad finally made decision,1,positive
would say obama trying middle class vote,1,positive
obama disastrous syria policy via,-1,negative
hope barack obama,0,neutral
obama companies,-1,negative
going see obama wednesday,0,neutral
david help obama biden turn around usa,1,positive
obama blaming everything bush,-1,negative
obama really two campaign mitt romney national economy,-1,negative
obama campaign worker double voting fired via,0,neutral
obama lose erection cause niggas focused gay marriage instead economy,-1,negative
fear national debt obama recovery act american,-1,negative
coal miners tell obama stop war coal,-1,negative
democrats understand barack hussein obama threw girl hillary clinton bus war women,-1,negative
never seen group people avoid responsibility obama administration americans,-1,negative
obama making right dear wrong biggest crony,-1,negative
poll shows obama leading three via,1,positive
blames obama performance tired running around handling world issues,-1,negative
media fails question nobody ask would obama known security attended daily security briefings,-1,negative
president obama two minutes please tell think,0,neutral
president obama back polls via,0,neutral
president obama nevada office president obama nevada,0,neutral
obama online campaign one greatest history course today,0,neutral
polls obama swing state,1,positive
okay obama voted person election day school park,0,neutral
president obama kill town hall debate tomorrow abt connecting obama takes,1,positive
well since one tomorrow going meet president obama serious,0,neutral
obama breaking point via com,-1,negative
chuck obama show debate race may news political chuck,-1,negative
well worked obama like dog run record,-1,negative
obama idiot,-1,negative
inquirer editorial obama better job,1,positive
sullivan obama still biden help via,-1,negative
joe biden obama national security via,-1,negative
obama polls first election still,1,positive
moral leadership obama show tomorrow debate performance real via,0,neutral
people going crazy morgan freeman new obama via politics,1,positive
pressure obama next debate,-1,negative
regarding debate tomorrow really want see obama try lies regarding benghazi,1,positive
senator stars obama ohio growing ohio learn size person character,1,positive
campaign sign saw recently america obama,-1,negative
kerry washington want vote obama,1,positive
obama forever,1,positive
fucking obama lol,1,positive
sure vote supporters seem problem following rules,-1,negative
obama economic plan spending way,-1,negative
obama another dime kill another another end time planet,-1,negative
half truth blame gop stay whole truth soon enough obama blame,-1,negative
great obama speaker,-1,negative
prediction obama going play mormon card tomorrow night work blow face anyway,-1,negative
next debate obama needs articulate vision future,0,neutral
even president obama,0,neutral
feel weird wearing obama,-1,negative
see president obama former saying passing arlen specter via,0,neutral
good obama disaster fyi unions,-1,negative
saw obama narrated morgan freeman,0,neutral
major obama syria,-1,negative
obama administration used benghazi consulate despite previous terror attacks,-1,negative
obama first president demand company hand billion one political,-1,negative
water see obama care going work,-1,negative
takes obama ass handed,-1,negative
focus family made obama elected none happened none right zero,-1,negative
vote obama jus cuz got black,-1,negative
next debate tomorrow obama try make ground last biden tomorrow fun,0,neutral
find gay ppl standing prez obama man put,-1,negative
obama campaign call,0,neutral
another obama executive order allows seizure americans bank accounts,-1,negative
night obama held press everything changed,0,neutral
obama using jay tell young people become whatever want obama know jay drug money right,0,neutral
key obama videos literally things ever seen life,-1,negative
brown obama win gone tweets via,0,neutral
business hurting obama romney ryan,-1,negative
candy obama little,-1,negative
obama wants make jobs wants make jobs wait,-1,negative
obama gay community obama lgbt americans obama,0,neutral
thank candy putting words obama mouth gave good point,-1,negative
obama reason country shit hole giving government money cool stupid socialist romney,-1,negative
stop looking chinese lady behind obama lol,0,neutral
watching presidential debate number obama comeback obama,1,positive
obama kinda avoiding question far time step,-1,negative
obama debate obama,1,positive
obama world war side obama president,-1,negative
waiting see obama around ass,-1,negative
proud obama actually put time,1,positive
obama,1,positive
obama fucking stupid,-1,negative
obama call benghazi terror attack rose garden still call terror weeks later view,1,positive
waiting obama pull like coming america type thing drop mic walk away,0,neutral
performance pres obama,1,positive
vote obama cuz really big still hanging pay share,1,positive
president obama gov romney campaign asked bill said would get back,0,neutral
obama certainly twitter vote tonight,1,positive
everyone needs obama white half people even care debates,0,neutral
obama school tomorrow,0,neutral
obama romney hot pink cancer month thank,0,neutral
campaign obama got,0,neutral
alex really secret want obama living room,0,neutral
okay dad picked got obama slow,1,positive
obama great come back,1,positive
bush trillion dollars debt obama one term trillion dollars debt,-1,negative
obama people president,1,positive
poll obama romney tie,0,neutral
ignorant people views towards obama,1,positive
obama dat suit time,0,neutral
hear specifics democratic party take break every time obama talked,1,positive
pay gas want anti obama sticker put,0,neutral
lies american people obama says says romney wants ban birth control false,-1,negative
god america president united states obama obama,1,positive
obama president people ignorant,-1,negative
obama brought fire big tonight,1,positive
big lie obama call benghazi attack terrorism via,0,neutral
president obama kicked butt tonight every topic good job sir proud president,1,positive
must everyone talk shit obama tho feel really bad deal shit day day,1,positive
thought president wonderful job definitely vote obama,1,positive
seriously throw obama shitty debate tonight wtf people like vote,-1,negative
obama killed shit,1,positive
obama debate hands disagree tweet,1,positive
give bitch chance obama change mine would free,0,neutral
nation obama obama,1,positive
vote president really wants actor obama joke,-1,negative
romney absolutely destroyed obama tonight shit almost still straight ron paul supporter though,-1,negative
love obama said think government creates jobs yet everything suggests believes,-1,negative
yeah right seriously destroy country white racist ass swear sure obama got,1,positive
deal communist communist people romney clear obama rhetoric,-1,negative
good tonight like format obama,1,positive
obama,0,neutral
vote obama lose jobs die,-1,negative
honestly wait vote wish registered obama good,1,positive
obama,0,neutral
moderator obama cut romney bad format bad,0,neutral
nice job president obama keep,1,positive
obama black become cool,1,positive
happy president obama proud showing part good good good truly brought smile face,1,positive
obama romney choice clear already clean flip obama,1,positive
big obama comment end obama,1,positive
people need start obama like chance know word means kid,1,positive
see saying voting obama looked girl tweets called obama nigger smh,0,neutral
obama needs face facts done damage country good,-1,negative
help wonder hillary thinking obama took responsibility libya,0,neutral
poll results obama debate obama,1,positive
cnn registered voters poll tonight debate obama romney,0,neutral
sounds like obama issues,-1,negative
glad obama finally talked,1,positive
obama,0,neutral
gay republicans vote obama almost percent gay people voted republican,1,positive
lil dumb obama interrupting little word,-1,negative
ridiculous way obama trying win votes women lies smarter,-1,negative
sorry little yes aware obama actually one tweeting,0,neutral
video luntz focus group mostly former obama voters romney,-1,negative
obama let hope,1,positive
luntz focus group mostly former obama voters romney,-1,negative
attack obama shut nigger liar brother lives kenya born romney,-1,negative
hope get shot firm obama part,0,neutral
somebody fox focus group said get tax cut like obama claimed,0,neutral
watching debate makes happy american obama romney wait vote,1,positive
omg idiot trillion obama blame admits grow learn something,-1,negative
obama likes people people like obama,1,positive
think debate barack obama,1,positive
obama destroyed libya question avoiding even mention video cover day,-1,negative
huffington post let take money spending war past america debates,-1,negative
polls obama declared debate winner polls cbs news,1,positive
obama wins second debate let become obvious two guys like,0,neutral
obama shut nigger liar brother lives kenya born romney,-1,negative
cnn poll debate say obama,0,neutral
obama,0,neutral
obama says knew terrorism whole time trying hard video,-1,negative
anybody notice obama second much every single one swing states pro gun,0,neutral
obama talking base three weeks bad sign use obama word,-1,negative
still polls election night president obama,0,neutral
obama working americans need start working,-1,negative
obama simply answer questions like lied rest obama facts know anything,-1,negative
